Order ID,Order Date,Order Time,Hour,Day,Month,Weekend/Weekday,Time of Day,Branch,Product Name,Category,Unit Price,Quantity,Sales,Profit,Customer Type,Payment Mode
ORD-00643,2025-01-20,20:18,20,Monday,January,Weekday,Evening,South Congress,Margherita,Pizza,11.99,1,11.99,5.97,Takeaway,Card
ORD-00644,2025-01-20,20:26,20,Monday,January,Weekday,Evening,South Congress,Garlic Breadsticks,Sides,6.49,1,6.49,2.81,Dine-in,Card
ORD-00645,2025-01-20,20:40,20,Monday,January,Weekday,Evening,Round Rock,Veggie Overload,Pizza,14.49,2,28.98,13.37,Dine-in,Card
ORD-00646,2025-01-20,21:45,21,Monday,January,Weekday,Night,The Domain,Buffalo Chicken,Pizza,16.49,2,32.98,17.01,Takeaway,Cash
ORD-00647,2025-01-20,22:15,22,Monday,January,Weekday,Night,Round Rock,Brownie Sundae,Desserts,5.99,2,11.98,4.92,Delivery,Google Pay
ORD-00648,2025-01-20,22:15,22,Monday,January,Weekday,Night,Round Rock,Soda,Beverages,2.49,2,4.98,2.49,Delivery,Card
ORD-00649,2025-01-20,23:19,23,Monday,January,Weekday,Night,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.98,Dine-in,Card
ORD-00650,2025-01-21,11:32,11,Tuesday,January,Weekday,Morning,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.15,Delivery,Apple Pay
ORD-00651,2025-01-21,12:32,12,Tuesday,January,Weekday,Afternoon,Round Rock,Buffalo Chicken,Pizza,16.49,2,32.98,15.24,Dine-in,Google Pay
ORD-00652,2025-01-21,13:28,13,Tuesday,January,Weekday,Afternoon,South Congress,Chicken Wings,Sides,9.99,2,19.98,8.06,Dine-in,Apple Pay
ORD-00653,2025-01-21,14:04,14,Tuesday,January,Weekday,Afternoon,Downtown,Choco Lava Cake,Desserts,4.99,1,4.99,2.08,Delivery,Google Pay
ORD-00654,2025-01-21,14:29,14,Tuesday,January,Weekday,Afternoon,Downtown,Stuffed Crust Supreme,Pizza,18.99,4,75.96,33.99,Dine-in,Apple Pay
ORD-00655,2025-01-21,14:30,14,Tuesday,January,Weekday,Afternoon,East Austin,Garlic Breadsticks,Sides,6.49,2,12.98,5.57,Dine-in,Google Pay
ORD-00656,2025-01-21,15:24,15,Tuesday,January,Weekday,Afternoon,The Domain,Lemonade,Beverages,3.99,4,15.96,8.52,Takeaway,Card
ORD-00657,2025-01-21,15:33,15,Tuesday,January,Weekday,Afternoon,Downtown,Margherita,Pizza,11.99,3,35.97,17.23,Delivery,Card
ORD-00658,2025-01-21,16:10,16,Tuesday,January,Weekday,Afternoon,East Austin,Soda,Beverages,2.49,3,7.47,3.78,Dine-in,Apple Pay
ORD-00659,2025-01-21,16:22,16,Tuesday,January,Weekday,Afternoon,The Domain,Chicken Wings,Sides,9.99,2,19.98,9.0,Delivery,Cash
ORD-00660,2025-01-21,17:35,17,Tuesday,January,Weekday,Evening,Downtown,BBQ Chicken,Pizza,15.99,3,47.97,22.9,Dine-in,Card
ORD-00661,2025-01-21,17:41,17,Tuesday,January,Weekday,Evening,The Domain,Potato Wedges,Sides,5.49,4,21.96,9.82,Dine-in,Card
ORD-00662,2025-01-21,18:04,18,Tuesday,January,Weekday,Evening,Downtown,Lemonade,Beverages,3.99,2,7.98,3.84,Takeaway,Card
ORD-00663,2025-01-21,18:37,18,Tuesday,January,Weekday,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,17.87,Takeaway,Google Pay
ORD-00664,2025-01-21,19:13,19,Tuesday,January,Weekday,Evening,East Austin,Soda,Beverages,2.49,1,2.49,1.22,Delivery,Apple Pay
ORD-00665,2025-01-21,19:47,19,Tuesday,January,Weekday,Evening,South Congress,Stuffed Garlic Bread,Sides,7.99,3,23.97,10.49,Delivery,Card
ORD-00666,2025-01-21,20:14,20,Tuesday,January,Weekday,Evening,Downtown,Garlic Breadsticks,Sides,6.49,2,12.98,5.09,Dine-in,Google Pay
ORD-00667,2025-01-21,20:22,20,Tuesday,January,Weekday,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.68,Dine-in,Google Pay
ORD-00668,2025-01-21,20:28,20,Tuesday,January,Weekday,Evening,Downtown,Farmhouse Veggie,Pizza,13.99,3,41.97,20.1,Dine-in,Cash
ORD-00669,2025-01-21,20:31,20,Tuesday,January,Weekday,Evening,The Domain,BBQ Chicken,Pizza,15.99,1,15.99,8.22,Delivery,Google Pay
ORD-00670,2025-01-21,20:33,20,Tuesday,January,Weekday,Evening,East Austin,Veggie Overload,Pizza,14.49,3,43.47,21.63,Dine-in,Card
ORD-00671,2025-01-21,20:41,20,Tuesday,January,Weekday,Evening,Round Rock,Garlic Breadsticks,Sides,6.49,1,6.49,2.8,Delivery,Card
ORD-00672,2025-01-21,20:43,20,Tuesday,January,Weekday,Evening,South Congress,Margherita,Pizza,11.99,2,23.98,11.41,Takeaway,Card
ORD-00673,2025-01-21,21:24,21,Tuesday,January,Weekday,Night,The Domain,Chicken Wings,Sides,9.99,4,39.96,17.51,Takeaway,Apple Pay
ORD-00674,2025-01-21,21:44,21,Tuesday,January,Weekday,Night,Downtown,Iced Tea,Beverages,3.49,3,10.47,5.19,Delivery,Card
ORD-00675,2025-01-21,22:07,22,Tuesday,January,Weekday,Night,South Congress,Potato Wedges,Sides,5.49,1,5.49,2.35,Dine-in,Card
ORD-00676,2025-01-21,22:27,22,Tuesday,January,Weekday,Night,Round Rock,BBQ Chicken,Pizza,15.99,1,15.99,7.36,Delivery,Apple Pay
ORD-00677,2025-01-21,23:09,23,Tuesday,January,Weekday,Night,The Domain,Stuffed Crust Supreme,Pizza,18.99,3,56.97,28.79,Takeaway,Card
ORD-00678,2025-01-21,23:29,23,Tuesday,January,Weekday,Night,Downtown,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.36,Delivery,Card
ORD-00679,2025-01-22,12:26,12,Wednesday,January,Weekday,Afternoon,East Austin,Soda,Beverages,2.49,3,7.47,3.69,Takeaway,Google Pay
ORD-00680,2025-01-22,13:35,13,Wednesday,January,Weekday,Afternoon,East Austin,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.3,Takeaway,Cash
ORD-00681,2025-01-22,13:39,13,Wednesday,January,Weekday,Afternoon,Downtown,Veggie Overload,Pizza,14.49,1,14.49,6.98,Delivery,Card
ORD-00682,2025-01-22,14:03,14,Wednesday,January,Weekday,Afternoon,Downtown,Farmhouse Veggie,Pizza,13.99,2,27.98,13.52,Delivery,Card
ORD-00683,2025-01-22,14:46,14,Wednesday,January,Weekday,Afternoon,South Congress,Lemonade,Beverages,3.99,2,7.98,4.03,Delivery,Apple Pay
ORD-00684,2025-01-22,15:43,15,Wednesday,January,Weekday,Afternoon,Downtown,BBQ Chicken,Pizza,15.99,2,31.98,14.38,Dine-in,Cash
ORD-00685,2025-01-22,18:18,18,Wednesday,January,Weekday,Evening,South Congress,BBQ Chicken,Pizza,15.99,3,47.97,23.12,Dine-in,Card
ORD-00686,2025-01-22,19:43,19,Wednesday,January,Weekday,Evening,East Austin,Pizza Mania Combo,Combos,19.99,2,39.98,13.83,Takeaway,Card
ORD-00687,2025-01-22,19:46,19,Wednesday,January,Weekday,Evening,East Austin,BBQ Chicken,Pizza,15.99,1,15.99,7.42,Dine-in,Cash
ORD-00688,2025-01-22,19:53,19,Wednesday,January,Weekday,Evening,South Congress,BBQ Chicken,Pizza,15.99,1,15.99,7.98,Dine-in,Card
ORD-00689,2025-01-22,20:02,20,Wednesday,January,Weekday,Evening,South Congress,Lemonade,Beverages,3.99,1,3.99,2.06,Takeaway,Cash
ORD-00690,2025-01-22,20:04,20,Wednesday,January,Weekday,Evening,The Domain,Stuffed Crust Supreme,Pizza,18.99,3,56.97,29.97,Takeaway,Apple Pay
ORD-00691,2025-01-22,20:17,20,Wednesday,January,Weekday,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,1,18.99,8.85,Delivery,Apple Pay
ORD-00692,2025-01-22,20:47,20,Wednesday,January,Weekday,Evening,Downtown,Garlic Breadsticks,Sides,6.49,1,6.49,2.7,Dine-in,Apple Pay
ORD-00693,2025-01-22,20:49,20,Wednesday,January,Weekday,Evening,Round Rock,Veggie Overload,Pizza,14.49,2,28.98,14.18,Delivery,Cash
ORD-00694,2025-01-22,20:50,20,Wednesday,January,Weekday,Evening,The Domain,BBQ Chicken,Pizza,15.99,2,31.98,16.54,Takeaway,Card
ORD-00695,2025-01-22,20:50,20,Wednesday,January,Weekday,Evening,Downtown,Pizza Mania Combo,Combos,19.99,2,39.98,13.67,Dine-in,Apple Pay
ORD-00696,2025-01-22,20:55,20,Wednesday,January,Weekday,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.78,Takeaway,Apple Pay
ORD-00697,2025-01-22,21:00,21,Wednesday,January,Weekday,Night,South Congress,BBQ Chicken,Pizza,15.99,3,47.97,23.79,Delivery,Google Pay
ORD-00698,2025-01-22,21:03,21,Wednesday,January,Weekday,Night,Downtown,Choco Lava Cake,Desserts,4.99,3,14.97,6.06,Delivery,Card
ORD-00699,2025-01-22,21:06,21,Wednesday,January,Weekday,Night,Downtown,Chicken Wings,Sides,9.99,2,19.98,8.3,Dine-in,Cash
ORD-00700,2025-01-22,21:14,21,Wednesday,January,Weekday,Night,The Domain,Soda,Beverages,2.49,1,2.49,1.34,Delivery,Card
ORD-00701,2025-01-22,21:17,21,Wednesday,January,Weekday,Night,Downtown,Garlic Breadsticks,Sides,6.49,2,12.98,5.4,Dine-in,Card
ORD-00702,2025-01-22,21:27,21,Wednesday,January,Weekday,Night,East Austin,Family Feast Combo,Combos,29.99,1,29.99,10.43,Takeaway,Google Pay
ORD-00703,2025-01-22,21:29,21,Wednesday,January,Weekday,Night,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.71,Takeaway,Cash
ORD-00704,2025-01-22,22:31,22,Wednesday,January,Weekday,Night,Round Rock,Pizza Mania Combo,Combos,19.99,3,59.97,20.32,Takeaway,Card
ORD-00705,2025-01-22,22:40,22,Wednesday,January,Weekday,Night,East Austin,Chicken Wings,Sides,9.99,2,19.98,8.16,Takeaway,Card
ORD-00706,2025-01-22,22:47,22,Wednesday,January,Weekday,Night,Downtown,Chicken Wings,Sides,9.99,3,29.97,11.81,Delivery,Cash
ORD-00707,2025-01-22,22:56,22,Wednesday,January,Weekday,Night,The Domain,Margherita,Pizza,11.99,1,11.99,6.28,Dine-in,Apple Pay
ORD-00708,2025-01-22,23:10,23,Wednesday,January,Weekday,Night,Round Rock,Margherita,Pizza,11.99,3,35.97,17.62,Delivery,Card
ORD-00709,2025-01-22,23:38,23,Wednesday,January,Weekday,Night,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.95,Dine-in,Card
ORD-00710,2025-01-22,23:51,23,Wednesday,January,Weekday,Night,East Austin,Family Feast Combo,Combos,29.99,2,59.98,21.22,Dine-in,Google Pay
ORD-00711,2025-01-23,11:32,11,Thursday,January,Weekday,Morning,Round Rock,Soda,Beverages,2.49,1,2.49,1.19,Dine-in,Cash
ORD-00712,2025-01-23,12:43,12,Thursday,January,Weekday,Afternoon,Round Rock,Lemonade,Beverages,3.99,3,11.97,5.82,Dine-in,Card
ORD-00713,2025-01-23,12:58,12,Thursday,January,Weekday,Afternoon,South Congress,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.46,Delivery,Apple Pay
ORD-00714,2025-01-23,13:01,13,Thursday,January,Weekday,Afternoon,Round Rock,BBQ Chicken,Pizza,15.99,2,31.98,15.82,Takeaway,Apple Pay
ORD-00715,2025-01-23,13:04,13,Thursday,January,Weekday,Afternoon,East Austin,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.91,Takeaway,Google Pay
ORD-00716,2025-01-23,13:09,13,Thursday,January,Weekday,Afternoon,The Domain,Veggie Overload,Pizza,14.49,4,57.96,29.72,Takeaway,Card
ORD-00717,2025-01-23,13:19,13,Thursday,January,Weekday,Afternoon,Downtown,Farmhouse Veggie,Pizza,13.99,2,27.98,12.86,Takeaway,Card
ORD-00718,2025-01-23,14:16,14,Thursday,January,Weekday,Afternoon,Round Rock,Lemonade,Beverages,3.99,1,3.99,2.02,Delivery,Card
ORD-00719,2025-01-23,14:29,14,Thursday,January,Weekday,Afternoon,Downtown,Lemonade,Beverages,3.99,1,3.99,1.88,Takeaway,Apple Pay
ORD-00720,2025-01-23,15:40,15,Thursday,January,Weekday,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,2,9.98,4.67,Takeaway,Card
ORD-00721,2025-01-23,18:38,18,Thursday,January,Weekday,Evening,South Congress,Margherita,Pizza,11.99,3,35.97,17.91,Takeaway,Google Pay
ORD-00722,2025-01-23,18:47,18,Thursday,January,Weekday,Evening,Round Rock,Margherita,Pizza,11.99,1,11.99,5.52,Delivery,Apple Pay
ORD-00723,2025-01-23,19:06,19,Thursday,January,Weekday,Evening,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.6,Takeaway,Card
ORD-00724,2025-01-23,19:27,19,Thursday,January,Weekday,Evening,Downtown,Chicken Wings,Sides,9.99,2,19.98,8.18,Dine-in,Card
ORD-00725,2025-01-23,19:32,19,Thursday,January,Weekday,Evening,East Austin,Family Feast Combo,Combos,29.99,2,59.98,20.82,Delivery,Card
ORD-00726,2025-01-23,19:59,19,Thursday,January,Weekday,Evening,South Congress,Choco Lava Cake,Desserts,4.99,2,9.98,4.19,Delivery,Apple Pay
ORD-00727,2025-01-23,20:46,20,Thursday,January,Weekday,Evening,The Domain,Buffalo Chicken,Pizza,16.49,3,49.47,25.69,Takeaway,Apple Pay
ORD-00728,2025-01-23,21:02,21,Thursday,January,Weekday,Night,South Congress,Soda,Beverages,2.49,3,7.47,3.75,Dine-in,Apple Pay
ORD-00729,2025-01-23,21:07,21,Thursday,January,Weekday,Night,The Domain,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.96,Delivery,Card
ORD-00730,2025-01-23,21:22,21,Thursday,January,Weekday,Night,Downtown,BBQ Chicken,Pizza,15.99,2,31.98,15.08,Takeaway,Card
ORD-00731,2025-01-23,21:33,21,Thursday,January,Weekday,Night,East Austin,Garlic Breadsticks,Sides,6.49,2,12.98,5.44,Delivery,Apple Pay
ORD-00732,2025-01-23,21:58,21,Thursday,January,Weekday,Night,South Congress,Garlic Breadsticks,Sides,6.49,2,12.98,5.62,Dine-in,Cash
ORD-00733,2025-01-23,22:52,22,Thursday,January,Weekday,Night,Downtown,Garlic Breadsticks,Sides,6.49,1,6.49,2.61,Dine-in,Card
ORD-00734,2025-01-23,23:08,23,Thursday,January,Weekday,Night,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.32,Takeaway,Cash
ORD-00735,2025-01-24,12:02,12,Friday,January,Weekday,Afternoon,Downtown,BBQ Chicken,Pizza,15.99,1,15.99,7.17,Delivery,Cash
ORD-00736,2025-01-24,12:04,12,Friday,January,Weekday,Afternoon,Round Rock,Buffalo Chicken,Pizza,16.49,2,32.98,16.11,Takeaway,Cash
ORD-00737,2025-01-24,12:06,12,Friday,January,Weekday,Afternoon,East Austin,Choco Lava Cake,Desserts,4.99,1,4.99,2.11,Takeaway,Card
ORD-00738,2025-01-24,12:13,12,Friday,January,Weekday,Afternoon,South Congress,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.24,Delivery,Card
ORD-00739,2025-01-24,12:33,12,Friday,January,Weekday,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,2,9.98,4.53,Dine-in,Card
ORD-00740,2025-01-24,12:57,12,Friday,January,Weekday,Afternoon,East Austin,Garlic Breadsticks,Sides,6.49,2,12.98,5.69,Dine-in,Google Pay
ORD-00741,2025-01-24,13:10,13,Friday,January,Weekday,Afternoon,East Austin,Stuffed Garlic Bread,Sides,7.99,3,23.97,9.99,Delivery,Card
ORD-00742,2025-01-24,14:11,14,Friday,January,Weekday,Afternoon,Downtown,Stuffed Crust Supreme,Pizza,18.99,3,56.97,25.54,Delivery,Apple Pay
ORD-00743,2025-01-24,14:32,14,Friday,January,Weekday,Afternoon,South Congress,Soda,Beverages,2.49,4,9.96,4.99,Takeaway,Apple Pay
ORD-00744,2025-01-24,16:24,16,Friday,January,Weekday,Afternoon,Round Rock,Soda,Beverages,2.49,3,7.47,3.8,Delivery,Card
ORD-00745,2025-01-24,16:28,16,Friday,January,Weekday,Afternoon,East Austin,Soda,Beverages,2.49,3,7.47,3.65,Dine-in,Card
ORD-00746,2025-01-24,16:36,16,Friday,January,Weekday,Afternoon,The Domain,Margherita,Pizza,11.99,2,23.98,12.8,Delivery,Card
ORD-00747,2025-01-24,16:50,16,Friday,January,Weekday,Afternoon,East Austin,Veggie Overload,Pizza,14.49,1,14.49,7.02,Takeaway,Card
ORD-00748,2025-01-24,17:05,17,Friday,January,Weekday,Evening,Downtown,BBQ Chicken,Pizza,15.99,2,31.98,14.49,Takeaway,Cash
ORD-00749,2025-01-24,17:07,17,Friday,January,Weekday,Evening,Downtown,Margherita,Pizza,11.99,4,47.96,22.1,Delivery,Apple Pay
ORD-00750,2025-01-24,17:26,17,Friday,January,Weekday,Evening,The Domain,BBQ Chicken,Pizza,15.99,3,47.97,23.72,Delivery,Card
ORD-00751,2025-01-24,17:30,17,Friday,January,Weekday,Evening,South Congress,Garlic Breadsticks,Sides,6.49,3,19.47,7.97,Delivery,Google Pay
ORD-00752,2025-01-24,18:45,18,Friday,January,Weekday,Evening,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.75,Dine-in,Google Pay
ORD-00753,2025-01-24,19:01,19,Friday,January,Weekday,Evening,Round Rock,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.42,Dine-in,Card
ORD-00754,2025-01-24,19:24,19,Friday,January,Weekday,Evening,East Austin,Pizza Mania Combo,Combos,19.99,1,19.99,7.56,Takeaway,Apple Pay
ORD-00755,2025-01-24,20:22,20,Friday,January,Weekday,Evening,East Austin,Margherita,Pizza,11.99,1,11.99,5.69,Delivery,Card
ORD-00756,2025-01-24,20:38,20,Friday,January,Weekday,Evening,East Austin,Margherita,Pizza,11.99,3,35.97,17.72,Dine-in,Card
ORD-00757,2025-01-24,20:50,20,Friday,January,Weekday,Evening,The Domain,Buffalo Chicken,Pizza,16.49,3,49.47,24.74,Delivery,Card
ORD-00758,2025-01-24,20:51,20,Friday,January,Weekday,Evening,Downtown,Buffalo Chicken,Pizza,16.49,3,49.47,23.32,Takeaway,Card
ORD-00759,2025-01-24,21:22,21,Friday,January,Weekday,Night,Round Rock,Pizza Mania Combo,Combos,19.99,1,19.99,7.0,Takeaway,Card
ORD-00760,2025-01-24,21:47,21,Friday,January,Weekday,Night,Round Rock,Iced Tea,Beverages,3.49,3,10.47,5.31,Dine-in,Google Pay
ORD-00761,2025-01-24,22:07,22,Friday,January,Weekday,Night,Round Rock,Iced Tea,Beverages,3.49,2,6.98,3.39,Dine-in,Cash
ORD-00762,2025-01-24,22:39,22,Friday,January,Weekday,Night,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.53,Delivery,Card
ORD-00763,2025-01-24,22:48,22,Friday,January,Weekday,Night,Round Rock,Soda,Beverages,2.49,1,2.49,1.28,Delivery,Card
ORD-00764,2025-01-24,22:50,22,Friday,January,Weekday,Night,East Austin,Pizza Mania Combo,Combos,19.99,3,59.97,21.94,Delivery,Apple Pay
ORD-00765,2025-01-24,23:21,23,Friday,January,Weekday,Night,East Austin,Pizza Mania Combo,Combos,19.99,2,39.98,13.63,Dine-in,Cash
ORD-00766,2025-01-24,23:37,23,Friday,January,Weekday,Night,East Austin,Brownie Sundae,Desserts,5.99,2,11.98,5.04,Takeaway,Cash
ORD-00767,2025-01-24,23:50,23,Friday,January,Weekday,Night,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.87,Delivery,Apple Pay
ORD-00768,2025-01-24,23:51,23,Friday,January,Weekday,Night,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.48,Delivery,Card
ORD-00769,2025-01-25,10:17,10,Saturday,January,Weekend,Morning,Round Rock,Soda,Beverages,2.49,2,4.98,2.47,Takeaway,Apple Pay
ORD-00770,2025-01-25,12:15,12,Saturday,January,Weekend,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,4,19.96,9.18,Dine-in,Cash
ORD-00771,2025-01-25,12:16,12,Saturday,January,Weekend,Afternoon,East Austin,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.34,Dine-in,Card
ORD-00772,2025-01-25,12:20,12,Saturday,January,Weekend,Afternoon,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.71,Dine-in,Cash
ORD-00773,2025-01-25,12:27,12,Saturday,January,Weekend,Afternoon,The Domain,Veggie Overload,Pizza,14.49,2,28.98,15.07,Delivery,Google Pay
ORD-00774,2025-01-25,12:31,12,Saturday,January,Weekend,Afternoon,East Austin,Soda,Beverages,2.49,3,7.47,3.67,Dine-in,Apple Pay
ORD-00775,2025-01-25,12:39,12,Saturday,January,Weekend,Afternoon,The Domain,Margherita,Pizza,11.99,2,23.98,11.95,Takeaway,Card
ORD-00776,2025-01-25,12:55,12,Saturday,January,Weekend,Afternoon,Round Rock,BBQ Chicken,Pizza,15.99,1,15.99,7.78,Delivery,Card
ORD-00777,2025-01-25,13:02,13,Saturday,January,Weekend,Afternoon,Downtown,Soda,Beverages,2.49,3,7.47,3.49,Takeaway,Google Pay
ORD-00778,2025-01-25,13:14,13,Saturday,January,Weekend,Afternoon,East Austin,Margherita,Pizza,11.99,1,11.99,5.83,Dine-in,Cash
ORD-00779,2025-01-25,13:47,13,Saturday,January,Weekend,Afternoon,Downtown,Pizza Mania Combo,Combos,19.99,2,39.98,14.64,Dine-in,Card
ORD-00780,2025-01-25,13:53,13,Saturday,January,Weekend,Afternoon,Downtown,Garlic Breadsticks,Sides,6.49,1,6.49,2.73,Takeaway,Card
ORD-00781,2025-01-25,14:04,14,Saturday,January,Weekend,Afternoon,South Congress,Lemonade,Beverages,3.99,2,7.98,4.09,Delivery,Card
ORD-00782,2025-01-25,14:52,14,Saturday,January,Weekend,Afternoon,The Domain,Choco Lava Cake,Desserts,4.99,1,4.99,2.23,Delivery,Cash
ORD-00783,2025-01-25,14:57,14,Saturday,January,Weekend,Afternoon,East Austin,Margherita,Pizza,11.99,3,35.97,17.9,Delivery,Card
ORD-00784,2025-01-25,15:04,15,Saturday,January,Weekend,Afternoon,Downtown,Soda,Beverages,2.49,1,2.49,1.19,Dine-in,Apple Pay
ORD-00785,2025-01-25,15:22,15,Saturday,January,Weekend,Afternoon,East Austin,Soda,Beverages,2.49,2,4.98,2.41,Delivery,Card
ORD-00786,2025-01-25,15:24,15,Saturday,January,Weekend,Afternoon,East Austin,Iced Tea,Beverages,3.49,2,6.98,3.6,Dine-in,Cash
ORD-00787,2025-01-25,15:38,15,Saturday,January,Weekend,Afternoon,South Congress,Soda,Beverages,2.49,3,7.47,3.85,Dine-in,Card
ORD-00788,2025-01-25,15:57,15,Saturday,January,Weekend,Afternoon,South Congress,Potato Wedges,Sides,5.49,2,10.98,4.77,Takeaway,Cash
ORD-00789,2025-01-25,16:06,16,Saturday,January,Weekend,Afternoon,Downtown,Pizza Mania Combo,Combos,19.99,1,19.99,7.21,Delivery,Card
ORD-00790,2025-01-25,16:51,16,Saturday,January,Weekend,Afternoon,Downtown,Margherita,Pizza,11.99,1,11.99,5.35,Dine-in,Card
ORD-00791,2025-01-25,18:04,18,Saturday,January,Weekend,Evening,The Domain,Lemonade,Beverages,3.99,3,11.97,6.5,Dine-in,Card
ORD-00792,2025-01-25,18:08,18,Saturday,January,Weekend,Evening,Downtown,BBQ Chicken,Pizza,15.99,4,63.96,30.01,Delivery,Card
ORD-00793,2025-01-25,18:08,18,Saturday,January,Weekend,Evening,East Austin,Veggie Overload,Pizza,14.49,1,14.49,6.69,Delivery,Card
ORD-00794,2025-01-25,18:09,18,Saturday,January,Weekend,Evening,Downtown,Veggie Overload,Pizza,14.49,2,28.98,13.55,Delivery,Card
ORD-00795,2025-01-25,18:18,18,Saturday,January,Weekend,Evening,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.94,Delivery,Card
ORD-00796,2025-01-25,18:24,18,Saturday,January,Weekend,Evening,Downtown,BBQ Chicken,Pizza,15.99,1,15.99,7.39,Delivery,Apple Pay
ORD-00797,2025-01-25,18:32,18,Saturday,January,Weekend,Evening,Downtown,Garlic Breadsticks,Sides,6.49,1,6.49,2.75,Dine-in,Cash
ORD-00798,2025-01-25,18:44,18,Saturday,January,Weekend,Evening,East Austin,Garlic Breadsticks,Sides,6.49,1,6.49,2.8,Dine-in,Cash
ORD-00799,2025-01-25,18:58,18,Saturday,January,Weekend,Evening,Round Rock,Family Feast Combo,Combos,29.99,2,59.98,21.36,Dine-in,Card
ORD-00800,2025-01-25,19:00,19,Saturday,January,Weekend,Evening,South Congress,Chicken Wings,Sides,9.99,1,9.99,4.0,Delivery,Apple Pay
ORD-00801,2025-01-25,19:32,19,Saturday,January,Weekend,Evening,Round Rock,Soda,Beverages,2.49,1,2.49,1.26,Delivery,Card
ORD-00802,2025-01-25,19:45,19,Saturday,January,Weekend,Evening,Downtown,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.4,Dine-in,Card
ORD-00803,2025-01-25,19:47,19,Saturday,January,Weekend,Evening,East Austin,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.62,Takeaway,Apple Pay
ORD-00804,2025-01-25,19:51,19,Saturday,January,Weekend,Evening,Downtown,Choco Lava Cake,Desserts,4.99,3,14.97,6.29,Dine-in,Cash
ORD-00805,2025-01-25,20:05,20,Saturday,January,Weekend,Evening,South Congress,Soda,Beverages,2.49,1,2.49,1.24,Dine-in,Card
ORD-00806,2025-01-25,20:13,20,Saturday,January,Weekend,Evening,Round Rock,Chicken Wings,Sides,9.99,1,9.99,4.2,Delivery,Card
ORD-00807,2025-01-25,20:18,20,Saturday,January,Weekend,Evening,South Congress,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.34,Takeaway,Card
ORD-00808,2025-01-25,20:25,20,Saturday,January,Weekend,Evening,The Domain,Stuffed Crust Supreme,Pizza,18.99,3,56.97,29.36,Takeaway,Apple Pay
ORD-00809,2025-01-25,20:43,20,Saturday,January,Weekend,Evening,Round Rock,Soda,Beverages,2.49,1,2.49,1.27,Delivery,Google Pay
ORD-00810,2025-01-25,20:50,20,Saturday,January,Weekend,Evening,The Domain,Farmhouse Veggie,Pizza,13.99,2,27.98,13.78,Delivery,Apple Pay
ORD-00811,2025-01-25,20:51,20,Saturday,January,Weekend,Evening,East Austin,Soda,Beverages,2.49,2,4.98,2.59,Dine-in,Card
ORD-00812,2025-01-25,20:58,20,Saturday,January,Weekend,Evening,Downtown,Garlic Breadsticks,Sides,6.49,2,12.98,5.04,Takeaway,Cash
ORD-00813,2025-01-25,21:02,21,Saturday,January,Weekend,Night,Downtown,Garlic Breadsticks,Sides,6.49,3,19.47,8.19,Delivery,Cash
ORD-00814,2025-01-25,21:18,21,Saturday,January,Weekend,Night,Downtown,Lemonade,Beverages,3.99,3,11.97,5.6,Takeaway,Google Pay
ORD-00815,2025-01-25,21:26,21,Saturday,January,Weekend,Night,The Domain,Farmhouse Veggie,Pizza,13.99,3,41.97,22.1,Delivery,Cash
ORD-00816,2025-01-25,21:35,21,Saturday,January,Weekend,Night,South Congress,Lemonade,Beverages,3.99,1,3.99,2.06,Dine-in,Card
ORD-00817,2025-01-25,21:38,21,Saturday,January,Weekend,Night,Round Rock,Buffalo Chicken,Pizza,16.49,2,32.98,16.07,Dine-in,Card
